Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
ultrg-0003c-beige,,,,,,,,,Beige,,,"ROUND (5' 6"")",,,,,U0003C167RNDST,0.0,shopify,10,deny,manual,51.60,129.00,TRUE,TRUE,,,,,748679210008,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
ultrg-0003c-beige,,,,,,,,,Beige,,,"5X8 (5'10"" X  8'10"")",,,,,S0003C178269ST,0.0,shopify,10,deny,manual,79.60,199.00,TRUE,TRUE,,,,,748679209958,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
ultrg-0003c-beige,,,,,,,,,Beige,,,"ROUND (7' 6"")",,,,,U0003C228RNDST,0.0,shopify,10,deny,manual,87.60,219.00,TRUE,TRUE,,,,,748679210015,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
ultrg-0003c-beige,,,,,,,,,Beige,,,"8X11 (7'10"" X 10'10"")",,,,,U0003C239330ST,0.0,shopify,10,deny,manual,123.60,309.00,TRUE,TRUE,,,,,748679209965,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
ultrg-0003c-beige,,,,,,,,,Beige,,,"8X11 (8'10"" X 11'10"")",,,,,U0003C269361ST,0.0,shopify,10,deny,manual,143.60,359.00,TRUE,TRUE,,,,,748679209972,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
ultrg-0003c-beige,,,,,,,,,Beige,,,"10X13 (9' 8"" X 13' 8"")",,,,,U0003C294416ST,0.0,shopify,10,deny,manual,183.60,459.00,TRUE,TRUE,,,,,748679209989,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
ultrg-0003c-beige,,,,,,,,,Beige,,,"12X15 (11' 8"" X 14' 8"")",,,,,U0003C355447ST,0.0,shopify,10,deny,manual,227.60,569.00,TRUE,TRUE,,,,,748679209996,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0003c.jpg?v=1762214079,lb,,,
sureg-0001c-beige,Padlock 0001C Beige Rug Pad,"<p>The Padlock Beige Abstract Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Beige</li>
<li>
<strong>Color Blend:</strong> Beige/ Beige</li>
<li>
<strong>Primary Pattern:</strong> Abstract</li>
<li>
<strong>Secondary Pattern:</strong> Abstract</li>
<li>
<strong>Model:</strong> SUR1C2X4</li>
<li>
<strong>Country of Origin:</strong> China</li>
<li>
<strong>Style:</strong> Rug Pad</li>
<li>
<strong>Fiber Type:</strong> Polyester</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Height:</strong> 0.00</li>
</ul><p><em>Non-slip polymer coated polyester with a 5 year wear warranty, Padlock is a great value for use on all hard surface floors.</em></p>",Oriental Weavers,Home & Garden > Household Supplies > Rug Pads,Rug Pads,"Category: Rug Pad/Rug Pad, Collection: SUREG, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",TRUE,Color,Beige,,Size,"SCATTER (1' 8"" X  3' 4"")",,,,,S0001C051101ST,0.0,shopify,1560,deny,manual,7.60,19.00,TRUE,TRUE,,,,,748679209675,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,1,Padlock 0001C Beige Rug Pad,FALSE,Padlock Beige Rug Pad | Rug Town,"Padlock 0001C Beige 1' 8"" X  3' 4""",Home & Garden > Decor > Rugs,,,,new,FALSE,,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,active
sureg-0001c-beige,,,,,,,,,Beige,,,"RUNNER (1'10"" X 11' 8"")",,,,,S0001C056355ST,0.0,shopify,993,deny,manual,15.60,39.00,TRUE,TRUE,,,,,748679221394,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"RUNNER (1'11"" X  7' 6"")",,,,,S0001C059229ST,0.0,shopify,7933,deny,manual,11.60,29.00,TRUE,TRUE,,,,,748679209682,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"4X6 (3' 4"" X  5')",,,,,S0001C101152ST,0.0,shopify,6466,deny,manual,11.60,29.00,TRUE,TRUE,,,,,748679209699,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"5X8 (4' 8"" X  7' 6"")",,,,,S0001C142229ST,0.0,shopify,4334,deny,manual,23.60,59.00,TRUE,TRUE,,,,,748679209705,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"5X8 (5' 5"" X  7'10"")",,,,,S0001C165241ST,0.0,shopify,142,deny,manual,27.60,69.00,TRUE,TRUE,,,,,748679209712,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"ROUND (5' 6"")",,,,,S0001C167RNDST,0.0,shopify,49,deny,manual,19.60,49.00,TRUE,TRUE,,,,,748679209767,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"ROUND (7' 6"")",,,,,S0001C228RNDST,0.0,shopify,71,deny,manual,35.60,89.00,TRUE,TRUE,,,,,748679209774,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"8X11 (7' 6"" X 10' 8"")",,,,,S0001C229325ST,0.0,shopify,4750,deny,manual,43.60,109.00,TRUE,TRUE,,,,,748679209729,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"8X11 (8' 6"" X 11' 4"")",,,,,S0001C259345ST,0.0,shopify,261,deny,manual,51.60,129.00,TRUE,TRUE,,,,,748679209736,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"10X13 (9' 6"" X 13' 4"")",,,,,S0001C290416ST,0.0,shopify,17,deny,manual,67.60,169.00,TRUE,TRUE,,,,,748679209743,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
sureg-0001c-beige,,,,,,,,,Beige,,,"12X15 (11' 8"" X 14' 8"")",,,,,S0001C355447ST,0.0,shopify,35,deny,manual,83.60,209.00,TRUE,TRUE,,,,,748679209750,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0001c.jpg?v=1762214078,lb,,,
outgr-0007c-brown,PadPadOutdoor 0007C Brown Rug Pad,"<p>The PadPadOutdoor Brown Abstract Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Brown</li>
<li>
<strong>Color Blend:</strong> Brown/ Brown</li>
<li>
<strong>Primary Pattern:</strong> Abstract</li>
<li>
<strong>Secondary Pattern:</strong> Abstract</li>
<li>
<strong>Model:</strong> OUT7C2X4</li>
<li>
<strong>Country of Origin:</strong> China</li>
<li>
<strong>Style:</strong> Rug Pad</li>
<li>
<strong>Fiber Type:</strong> Polyester</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Height:</strong> 0.00</li>
</ul><p><em>The PadOutdoor Rug Pad provides safety under PadOutdoor rugs and allows rugs to dry quicker preventing mold and mildew growth.</em></p>",Oriental Weavers,Home & Garden > Household Supplies > Rug Pads,Rug Pads,"Category: Rug Pad/Rug Pad, Collection: OUTGR, Fiber Type: Polyester, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",TRUE,Color,Brown,,Size,"SCATTER (1' 8"" X  3' 4"")",,,,,O0007C051101ST,0.0,shopify,10606,deny,manual,7.60,19.00,TRUE,TRUE,,,,,748679231744,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,1,PadPadOutdoor 0007C Brown Rug Pad,FALSE,PadPadOutdoor Brown Rug Pad | Rug Town,"PadPadOutdoor 0007C Brown 1' 8"" X  3' 4""",Home & Garden > Decor > Rugs,,,,new,FALSE,,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,active
outgr-0007c-brown,,,,,,,,,Brown,,,"RUNNER (1'11"" X  7' 6"")",,,,,O0007C059229ST,0.0,shopify,3210,deny,manual,15.60,39.00,TRUE,TRUE,,,,,748679231751,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
outgr-0007c-brown,,,,,,,,,Brown,,,"4X6 (3' 8"" X  5' 4"")",,,,,O0007C112163ST,0.0,shopify,4695,deny,manual,19.60,49.00,TRUE,TRUE,,,,,748679231768,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
outgr-0007c-brown,,,,,,,,,Brown,,,"5X8 (4' 8"" X  7' 6"")",,,,,O0007C142229ST,0.0,shopify,2131,deny,manual,35.60,89.00,TRUE,TRUE,,,,,748679231775,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
outgr-0007c-brown,,,,,,,,,Brown,,,"5X8 (5' 5"" X  7'11"")",,,,,O0007C165241ST,0.0,shopify,3897,deny,manual,43.60,109.00,TRUE,TRUE,,,,,748679231782,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
outgr-0007c-brown,,,,,,,,,Brown,,,"ROUND (7' 6"")",,,,,O0007C228RNDST,0.0,shopify,693,deny,manual,55.60,139.00,TRUE,TRUE,,,,,748679231829,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
outgr-0007c-brown,,,,,,,,,Brown,,,"8X11 (7' 6"" X 10' 8"")",,,,,O0007C229325ST,0.0,shopify,3757,deny,manual,67.60,169.00,TRUE,TRUE,,,,,748679231799,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
outgr-0007c-brown,,,,,,,,,Brown,,,"8X11 (8' 6"" X 11' 6"")",,,,,O0007C259351ST,0.0,shopify,3152,deny,manual,79.60,199.00,TRUE,TRUE,,,,,748679231805,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0007c.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,Cushionpro 0005E Grey Rug Pad,"<p>The Cushionpro Grey Abstract Rug combines timeless design with exceptional craftsmanship.</p><h3>Product Details</h3><ul>
<li>
<strong>Primary Color:</strong> Grey</li>
<li>
<strong>Color Blend:</strong> Grey/ Grey</li>
<li>
<strong>Primary Pattern:</strong> Abstract</li>
<li>
<strong>Secondary Pattern:</strong> Abstract</li>
<li>
<strong>Model:</strong> LUX5E2X4</li>
<li>
<strong>Country of Origin:</strong> USA</li>
<li>
<strong>Style:</strong> Rug Pad</li>
<li>
<strong>Fiber Type:</strong> Polypropylene</li>
<li>
<strong>Weave:</strong> Machine-Woven</li>
<li>
<strong>Pile Height:</strong> 0.00</li>
</ul><p><em>CushionPro is the ultimate in rug padding, offering cushioned comfort and protection for both your rug and your floor.  Reversible for use on hard surfaces and carpet, Cushionpro is ideal for uneven surfaces and reduces puckering under heavy furniture.  This revolutionary product is backed by a 20 year wear warranty.</em></p>",Oriental Weavers,Home & Garden > Household Supplies > Rug Pads,Rug Pads,"Category: Rug Pad/Rug Pad, Collection: LUXEH, Fiber Type: Polypropylene, Non-Slip, Rug Pad, Shape: Rectangle, Style Type: Rug Pad, Weave: Machine-Woven",TRUE,Color,Grey,,Size,"SCATTER (1'10"" X  3' 8"")",,,,,L0005E056112ST,0.0,shopify,404,deny,manual,19.60,49.00,TRUE,TRUE,,,,,748679210152,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,1,Cushionpro 0005E Grey Rug Pad,FALSE,Cushionpro Grey Rug Pad | Rug Town,"Cushionpro 0005E Grey 1'10"" X  3' 8""",Home & Garden > Decor > Rugs,,,,new,FALSE,,,,,,FALSE,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,active
luxeh-0005e-grey,,,,,,,,,Grey,,,"RUNNER (1'10"" X 11' 8"")",,,,,L0005E056356ST,0.0,shopify,48,deny,manual,47.60,119.00,TRUE,TRUE,,,,,748679221387,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"RUNNER (2' 2"" X  7'10"")",,,,,L0005E066239ST,0.0,shopify,73,deny,manual,27.60,69.00,TRUE,TRUE,,,,,748679210169,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"4X6 (3'10"" X  5' 8"")",,,,,L0005E117173ST,0.0,shopify,94,deny,manual,39.60,99.00,TRUE,TRUE,,,,,748679210176,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"5X8 (4'10"" X  7' 8"")",,,,,L0005E147234ST,0.0,shopify,17,deny,manual,67.60,169.00,TRUE,TRUE,,,,,748679210183,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"ROUND (5' 6"")",,,,,L0005E168RDST,0.0,shopify,59,deny,manual,47.60,119.00,TRUE,TRUE,,,,,748679210244,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"5X8 (5' 8"" X  8' 8"")",,,,,L0005E173264ST,0.0,shopify,58,deny,manual,79.60,199.00,TRUE,TRUE,,,,,748679210190,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"ROUND (7' 6"")",,,,,L0005E229RDST,0.0,shopify,1,deny,manual,87.60,219.00,TRUE,TRUE,,,,,748679210251,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"8X11 (7' 8"" X  9' 8"")",,,,,L0005E234295ST,0.0,shopify,0,deny,manual,111.60,279.00,TRUE,TRUE,,,,,748679212224,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"8X11 (7' 8"" X 10' 8"")",,,,,L0005E234325ST,0.0,shopify,128,deny,manual,115.60,289.00,TRUE,TRUE,,,,,748679210206,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"8X11 (8' 8"" X 11' 8"")",,,,,L0005E264356ST,0.0,shopify,0,deny,manual,143.60,359.00,TRUE,TRUE,,,,,748679210213,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"10X13 (9'10"" X 13' 8"")",,,,,L0005E300417ST,0.0,shopify,0,deny,manual,191.60,479.00,TRUE,TRUE,,,,,748679210220,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
luxeh-0005e-grey,,,,,,,,,Grey,,,"12X15 (11' 8"" X 14' 8"")",,,,,L0005E356447ST,0.0,shopify,19,deny,manual,251.60,629.00,TRUE,TRUE,,,,,748679210237,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0679/5765/3814/files/0005e.jpg?v=1762214076,lb,,,
